Loan Sanction Amount (USD),Gender,Age,Income (USD),Income Stability,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Co-Applicant
61341.17,F,55,7300.9,Low,Semi-Urban,81788.23,577.05,2,790.75,0,Active,1
124819.66,F,59,3367.01,NA,Semi-Urban,178313.8,510.94,2,NA,0,Unpossessed,1
103164.79,F,26,3838.44,Low,Urban,158715.06,667.43,1,678.22,0,Active,1
62292.25,F,46,6694.96,Low,Semi-Urban,95834.23,472.13,NA,681.95,0,Inactive,1
19818.48,M,18,1273.08,Low,Semi-Urban,28312.12,158.85,2,680.4,1,Unpossessed,1
61676.34,F,53,4977.51,Low,Semi-Urban,82235.12,612.36,NA,755.85,0,Active,1
323233.31,M,29,4748.09,Low,Semi-Urban,380274.48,966.87,2,870.37,0,Active,0
101981.84,F,56,2581.09,Low,Semi-Urban,145688.34,439.16,3,777.84,0,Inactive,1
32361.19,F,58,2194.03,Low,Semi-Urban,49786.44,251.27,2,718.22,0,Active,1
62028.81,M,29,2183.62,Low,Rural,88612.59,461.42,3,700.83,0,Inactive,1
17870.05,M,51,1302.24,Low,Semi-Urban,27492.39,124.69,3,729.93,0,Inactive,1
22905.4,F,61,1362.3,Low,Semi-Urban,30540.54,216.58,2,865.87,0,Unpossessed,1
10174.01,M,39,NA,Low,Semi-Urban,15652.33,141.25,4,743.49,0,Unpossessed,1
52748.72,M,23,3063.98,Low,Rural,81151.88,402.82,2,NA,1,Inactive,1
48946.18,M,53,2981.94,Low,Semi-Urban,65261.57,323.39,2,868.02,0,Unpossessed,1
86661.68,M,18,2980.76,Low,Urban,123802.4,632.63,NA,708.47,0,Active,1
103147.72,M,64,3020.98,Low,Semi-Urban,103147.72,473.58,2,873.04,0,NA,0
103242.73,F,18,4031.91,Low,Semi-Urban,129053.41,503.35,4,823.69,1,Inactive,1
29847.01,M,65,NA,High,Semi-Urban,37308.76,382.84,1,859.24,1,Unpossessed,1
35873.61,M,65,1935.26,High,Rural,51248.02,198.76,1,765.75,0,Inactive,0
81531.53,M,46,1057.81,Low,Semi-Urban,116473.62,355.88,2,815.3,1,Inactive,1
7526.37,M,64,1918.86,High,Semi-Urban,9407.96,54.52,2,845.77,1,Inactive,1
55132.34,M,20,4050.96,Low,Urban,78760.48,521.79,2,651.25,0,Active,1
42077.16,F,61,3829.07,Low,Urban,52596.45,303.06,NA,856.99,0,NA,1
79759.88,M,21,5544.39,Low,Urban,106346.5,441.2,NA,820.43,0,Inactive,1
136488.85,M,18,2420.74,Low,Semi-Urban,181985.13,537.24,NA,824.51,0,Inactive,1
16412.99,F,25,2854.74,Low,Semi-Urban,23447.13,281.75,4,755.56,0,Inactive,1
50622.55,M,41,1516.85,Low,Semi-Urban,67496.73,185.48,3,NA,0,Inactive,1
24478.97,F,18,2509.21,Low,Rural,34969.96,269.33,NA,NA,0,Inactive,1
93401.51,F,22,2723.57,Low,Semi-Urban,116751.89,443.93,3,755.63,0,Inactive,1
51698.01,F,29,1746.64,Low,Semi-Urban,79535.4,353.29,2,701.47,1,Inactive,1
117011.99,M,37,1766.01,Low,Semi-Urban,167159.98,483.97,2,747.24,1,Inactive,1
41020.89,M,23,1874.51,Low,Semi-Urban,58601.27,315.96,3,827.01,0,Unpossessed,1
38381.41,F,52,1538.48,Low,Semi-Urban,59048.32,221.91,5,734.69,0,Unpossessed,1
59367.91,F,55,2177.2,Low,Semi-Urban,74209.89,345.57,NA,829.06,0,Inactive,1
116822.83,F,37,2173.06,Low,Semi-Urban,179727.43,709.02,4,NA,0,Inactive,1
67200.79,M,32,2570.82,Low,Semi-Urban,89601.05,429.93,2,774.84,0,NA,1
75460.12,F,21,3914.97,Low,Semi-Urban,116092.5,574.54,2,681.22,0,Inactive,1
16158.54,M,45,NA,Low,Semi-Urban,23083.63,179.04,2,737.7,0,Unpossessed,1
37232.99,F,27,1118.71,Low,Semi-Urban,57281.52,164.62,1,674.85,0,Inactive,1
73887.32,M,26,5304.23,Low,Urban,105553.31,673.65,2,748.11,1,Inactive,1
145581.32,M,48,1930.53,Low,Urban,194108.43,606.94,2,838.55,0,Active,1
91569.79,M,18,1969.04,Low,Rural,114462.24,343.52,2,810.41,1,Unpossessed,1
41589.55,M,29,2900.43,NA,Urban,55452.73,329.07,2,773.81,0,Active,1
59176.4,F,21,NA,Low,Semi-Urban,84537.71,259.94,4,778.85,1,Unpossessed,1
106564.13,M,60,1777.31,Low,Rural,163944.81,479.86,NA,653.38,0,Inactive,1
74830.24,M,55,2648.45,Low,Semi-Urban,106900.35,440.04,1,678.3,0,Inactive,1
49237.54,F,59,2350.05,Low,Semi-Urban,61546.92,350.95,2,855.47,0,Inactive,1
66703.32,F,20,2470.33,Low,Semi-Urban,88937.76,733.4,2,790.18,0,Active,1
124479.1,M,37,2797.34,Low,Rural,177827.29,518.79,1,680.69,0,Inactive,1
58095.62,F,61,1015.9,High,Semi-Urban,82993.74,424.61,2,775.07,0,Inactive,0
53884.24,F,24,1434.13,Low,Semi-Urban,71845.65,322.69,4,832.08,0,Active,1
122462.89,F,29,4129.38,Low,Urban,163283.85,501.53,2,855.58,0,NA,1
76606.04,M,61,1336.74,NA,Semi-Urban,102141.38,299.26,2,856.41,1,Unpossessed,1
123037.44,F,47,1883.82,Low,Rural,175767.77,472.7,2,744.8,0,Active,1
48331.32,M,18,1890.13,Low,Semi-Urban,60414.15,462.66,2,810.36,0,Unpossessed,1
22377.25,M,64,2039.9,Low,Semi-Urban,31967.5,226.02,3,713.5,0,Active,1
92235.96,M,36,1977.52,Low,Semi-Urban,141901.48,350.82,3,715.68,0,NA,1
121891.4,M,55,2621.56,Low,Rural,187525.23,549.64,3,735.28,0,Active,1
43175.47,M,41,1809.2,Low,Semi-Urban,66423.8,232.4,2,651.49,1,Unpossessed,1
16830.96,M,35,1939.19,Low,Semi-Urban,24044.23,265.23,3,674.58,0,Inactive,1
58848.35,M,40,2567.49,Low,Semi-Urban,84069.07,248.97,2,687.51,0,Active,1
29364.87,M,38,1369.56,Low,Semi-Urban,41949.81,241.98,2,656.5,1,Active,1
13497.14,M,18,1313.38,Low,Rural,19281.63,209.99,1,791.74,0,Unpossessed,1
40334.38,F,20,6483.03,Low,Semi-Urban,57620.55,465.59,3,660.78,0,Inactive,1
12241.34,F,18,1709.11,Low,Semi-Urban,18832.83,76.88,2,664.04,0,Active,1
32881,F,54,NA,Low,Semi-Urban,50586.16,358.44,2,709.84,0,Active,1
36315.94,M,59,3837.52,Low,Semi-Urban,55870.68,339.58,3,NA,0,Unpossessed,1
10120.23,M,50,1571.43,Low,Rural,14457.47,163.6,4,748.47,0,Unpossessed,1
76240.79,M,36,2637.11,Low,Semi-Urban,117293.52,481.5,NA,NA,0,Inactive,1
49435.14,F,18,3725.96,Low,Urban,76054.06,785.71,2,721.09,1,Unpossessed,1
26387.11,M,60,10338.19,Low,Semi-Urban,37695.87,196.22,2,849.1,0,Inactive,1
104679.33,F,29,4304.68,Low,Semi-Urban,149541.9,391.42,3,759.36,1,Inactive,1
36506.41,M,28,1971.07,Low,Urban,52152.01,393.79,2,872.01,1,Inactive,1
45201.53,M,37,1969.02,Low,Rural,69540.82,390.41,2,665.48,0,Unpossessed,1
48278.74,F,43,4865.41,Low,Urban,60348.43,524.06,2,829.7,1,Unpossessed,1
35842.51,F,22,NA,Low,Semi-Urban,47790.01,266.73,3,797.11,0,Inactive,1
66691.23,M,29,1658.21,Low,Rural,83364.04,494.16,3,808.67,0,Active,1
111749.38,M,18,NA,Low,Semi-Urban,171922.13,464.83,2,748.9,0,Unpossessed,1
26767.03,F,35,NA,Low,Semi-Urban,38238.62,447.56,4,NA,0,Active,1
74004.34,M,18,1440.24,NA,Semi-Urban,105720.49,-999,4,NA,0,Active,1
22085.78,M,20,NA,Low,Rural,31551.11,213.26,NA,747.17,0,Unpossessed,1
113248.24,F,34,5271.23,Low,Semi-Urban,174228.06,475.6,3,734.47,0,Unpossessed,1
15945.27,F,27,2455.78,Low,Semi-Urban,24531.19,141.51,3,656.56,1,Active,1
51626.78,M,18,3968.11,Low,Semi-Urban,73752.55,654.45,5,NA,0,Active,1
83838.86,M,42,2449.68,Low,Semi-Urban,111785.15,432.59,2,763.22,0,Unpossessed,1
25128.19,F,39,3027.91,Low,Semi-Urban,35897.41,347.81,2,801.75,0,Inactive,1
45220.15,F,28,NA,Low,Semi-Urban,64600.21,350.26,3,720.33,0,Unpossessed,1
104514.09,F,18,5524.92,NA,Semi-Urban,139352.12,703.63,1,849.42,0,Unpossessed,1
62855.71,M,49,2924.4,Low,Semi-Urban,83807.61,520.33,3,850.55,0,Active,1
86681.94,F,47,1755.05,Low,Urban,123831.34,472.32,2,662.27,1,Inactive,1
20115.06,F,36,NA,NA,Semi-Urban,30946.24,195.69,3,NA,0,Inactive,1
82391.32,M,37,4415.23,Low,Rural,126755.87,523.58,1,746.9,1,Unpossessed,1
27262.46,M,61,3245.17,Low,Semi-Urban,38946.37,355.35,1,758.48,0,Inactive,1
95715.48,F,58,6510.29,Low,Urban,127620.64,647.37,1,832.65,0,Active,1
52197.81,M,44,1823.79,Low,Semi-Urban,65247.26,281.6,NA,813.93,0,Inactive,1
89710.05,M,57,3320.79,Low,Semi-Urban,112137.56,849.79,4,NA,0,Unpossessed,1
60681,F,62,NA,High,Urban,80908,486.23,2,NA,0,Active,0
107001.13,F,25,NA,Low,Semi-Urban,142668.17,418.3,1,844.31,0,Unpossessed,1
20878.86,M,24,NA,Low,Semi-Urban,29826.94,152.79,2,708.97,1,Inactive,1
22072.04,F,48,3026.52,Low,Urban,31531.48,108.11,4,699.03,0,Active,1
101587.7,F,29,2030.99,Low,Semi-Urban,126984.63,355.74,NA,784.81,0,Unpossessed,1
61715.35,F,53,1044.04,Low,Semi-Urban,88164.78,467.67,4,699.1,0,Active,1
6620.84,F,34,1157.85,Low,Rural,9458.35,103.3,2,761.43,0,Inactive,1
209224.33,F,47,NA,NA,Rural,261530.41,765.69,4,804.14,0,Inactive,1
19219.9,F,30,2318.92,Low,Semi-Urban,29569.08,142.79,1,674.19,1,Active,1
38789.66,M,35,9616.16,Low,Urban,48487.08,217.66,1,831.7,0,Active,1
199272.78,M,56,5673.46,Low,Urban,249090.97,778.73,1,758.38,0,Unpossessed,1
133676.28,M,41,1928.87,NA,Rural,190966.11,547.71,NA,774.2,0,Active,1
33565.43,M,42,1764.05,Low,Rural,51639.12,276.56,3,673.43,1,Unpossessed,1
29372.88,M,18,1352.32,Low,Semi-Urban,41961.26,207.24,3,812.86,1,Unpossessed,1
91919.92,M,24,2186.15,Low,Semi-Urban,122559.9,364.25,2,807.37,0,Active,1
80670.62,F,61,2146.38,Low,Semi-Urban,124108.65,797.84,2,747.83,0,Active,1
55092.41,F,60,2460.43,Low,Rural,73456.55,489.59,2,761.66,0,Active,1
115208.11,F,22,1076.78,Low,Rural,164583.01,454.74,3,743.59,0,Unpossessed,1
17978.68,M,35,NA,Low,Urban,27659.5,123.33,1,669.07,0,Inactive,1
127738.07,M,27,4233.28,Low,Semi-Urban,159672.59,595.06,3,759.42,0,NA,1
56455.2,M,28,1605.43,NA,Semi-Urban,70569,246.21,NA,808.94,0,Active,1
126462.57,F,58,NA,Low,Urban,180660.82,551.36,4,724.7,0,Unpossessed,1
88409.87,F,64,3211.65,Low,Semi-Urban,136015.18,555.19,1,677.3,0,Inactive,1
29912.55,F,53,1210.09,Low,Semi-Urban,46019.31,226.2,1,667.26,0,Unpossessed,1
53239.51,M,18,2102.47,Low,Semi-Urban,76056.45,328.91,1,678.22,0,Inactive,1
133439.98,F,18,1897.01,Low,Rural,190628.54,588.19,4,815.93,0,Active,1
27113.13,F,44,2245.9,Low,Semi-Urban,41712.51,200.35,2,732.96,1,Inactive,1
123670.02,F,64,NA,Low,Urban,164893.36,516.23,1,812.8,0,NA,1
27817.89,F,40,1983.11,Low,Rural,34772.36,245.03,2,761.68,0,Unpossessed,1
48035.36,F,19,2020.47,Low,Semi-Urban,68621.95,533.82,3,713.59,1,Unpossessed,1
28887.1,F,21,2635.24,Low,Semi-Urban,41267.29,391.87,2,731.71,0,Unpossessed,1
87722.51,F,33,2277.41,NA,Urban,116963.35,335.29,NA,886.41,0,Inactive,1
146312.24,M,60,2130.87,High,Rural,209017.49,792.16,2,650.74,0,Inactive,1
48422.44,F,18,6560.65,Low,Urban,69174.91,345.32,1,778.53,0,NA,1
27528.6,F,65,3323.18,High,Rural,34410.75,258.37,2,847.86,0,Unpossessed,1
48318.28,M,18,2761.45,Low,Rural,69026.12,270.75,2,NA,0,Active,1
64015.59,M,21,NA,Low,Semi-Urban,98485.52,656.48,3,749.11,1,Active,1
94732.89,M,18,NA,Low,Semi-Urban,135332.7,425.92,5,715.23,0,Unpossessed,1
12347.54,M,33,1103.81,Low,Semi-Urban,18996.21,122.85,1,710.34,1,Active,1
39906.78,M,46,1608.1,Low,Semi-Urban,61395.05,321.9,1,738.15,0,Unpossessed,1
59204.75,M,62,2995.51,Low,Rural,78939.67,424.3,2,839.83,0,Inactive,1
85308.44,F,26,2924.77,Low,Semi-Urban,121869.2,385.53,3,748.72,0,Active,1
32981.54,M,36,3225.76,Low,Semi-Urban,47116.49,268.66,1,786.82,0,Inactive,1
158247.53,F,31,1373.48,Low,Rural,175830.59,520.43,2,855,0,Unpossessed,1
43547.31,M,29,NA,Low,Rural,62210.45,456.28,1,709.9,1,Unpossessed,1
25501.53,M,59,2335,Low,Semi-Urban,36430.76,392.08,1,707.34,0,Active,1
36628.92,M,31,2841.88,Low,Semi-Urban,45786.15,176.81,2,871.91,0,Unpossessed,1
21495.84,F,30,1360.24,Low,Rural,33070.52,161.23,4,654.71,0,Unpossessed,1
29853.92,F,39,1552.98,Low,Semi-Urban,45929.11,350.42,2,681.14,0,Unpossessed,1
94468.88,M,23,1368.01,Low,Semi-Urban,145336.74,539.26,3,719.65,1,Inactive,1
78899.46,F,24,3073.36,Low,Urban,105199.28,351.24,NA,866.42,0,Unpossessed,1
95822.93,F,49,2060.25,Low,Semi-Urban,136889.9,349.48,2,721.83,0,NA,1
24754.52,M,63,2313.13,Low,Semi-Urban,38083.88,248.57,1,664.94,0,Inactive,1
184020.91,F,47,3964.77,Low,Semi-Urban,262887.01,941.58,2,711.64,1,Unpossessed,1
142083.14,F,25,2666.54,Low,Semi-Urban,189444.18,794.4,NA,810.64,0,Unpossessed,1
111759.39,M,18,2469.22,Low,Semi-Urban,139699.24,610.65,NA,846.36,1,Inactive,1
40463.34,M,51,2039.15,Low,Semi-Urban,50579.18,182.54,1,864.05,1,Unpossessed,1
97880.7,F,18,5520.37,Low,Semi-Urban,139829.57,780.65,1,833.58,0,Unpossessed,1
80170.08,M,18,NA,Low,Urban,114528.69,831.4,1,798.24,0,Active,1
50340.82,M,62,2631.15,Low,Semi-Urban,77447.41,638.36,2,713.07,0,Inactive,1
44152.27,F,37,1639.56,Low,Semi-Urban,63074.67,290.9,4,847.27,0,Unpossessed,1
59673.89,F,44,2132.36,Low,Semi-Urban,85248.42,231.01,8,706.84,0,Unpossessed,1
31779.25,F,52,733.14,Low,Semi-Urban,42372.33,231.98,2,766.96,0,Active,1
76544.86,F,35,1969.26,Low,Rural,102059.81,295.93,2,778.59,0,Inactive,1
18518.64,F,50,1517.14,Low,Semi-Urban,26455.2,291.76,4,772.02,0,Active,1
59826.4,F,35,4088.4,Low,Semi-Urban,79768.54,303.48,NA,816.27,0,Active,1
58843.54,F,28,2903.52,Low,Rural,90528.53,444.86,1,704.12,1,Unpossessed,1
35576.16,F,52,1691.11,Low,Rural,54732.56,286.92,3,678.36,0,Unpossessed,1
49105.94,M,57,NA,Low,Semi-Urban,65474.58,188.2,4,759.03,0,Inactive,1
185458.09,M,38,3762.85,Low,Semi-Urban,247277.45,768.28,2,813.71,1,Active,1
141927.39,F,64,3401.36,Low,Semi-Urban,202753.42,590.6,2,720.74,0,Unpossessed,1
77560.13,M,57,4174.77,Low,Rural,119323.27,587.32,2,724.02,0,Active,1
81527.62,M,25,NA,Low,Semi-Urban,116468.03,633.98,2,861.1,1,Active,1
55904.74,F,54,2507.09,NA,Semi-Urban,79863.91,500.25,2,729.79,0,Unpossessed,1
86703.2,M,44,2245.03,Low,Semi-Urban,123861.72,465.54,2,806.84,1,Inactive,1
27876.17,M,65,1750.22,High,Urban,37168.23,328.67,NA,NA,0,Inactive,0
33255.28,M,23,1970.27,Low,Semi-Urban,44340.37,229.15,1,877.48,0,Unpossessed,1
13340.03,M,41,NA,Low,Rural,17786.71,206.15,3,777.15,0,Inactive,1
22963,F,26,4090.68,Low,Semi-Urban,32804.29,349.06,1,738.97,0,Unpossessed,1
20856.38,F,18,2395.96,Low,Semi-Urban,32086.74,187.2,2,662.91,0,Active,1
100441.62,F,33,1501.24,Low,Rural,125552.03,368.43,2,794.74,1,Active,1
6711.26,M,52,2786.76,Low,Semi-Urban,10325.02,111.94,2,686.4,0,Unpossessed,1
77701.32,F,51,2289.3,Low,Semi-Urban,111001.89,464.19,1,742.25,0,Active,1
23804.54,M,34,1275.7,Low,Semi-Urban,36622.37,374.02,2,655.97,1,Unpossessed,1
78678.09,M,40,3999.61,Low,Semi-Urban,121043.22,545.68,1,658.55,1,Active,1
19468.05,M,18,2747.55,Low,Semi-Urban,29950.84,353.22,1,695.14,0,Unpossessed,1
43728.76,F,18,1964.99,Low,Semi-Urban,62469.65,164.73,1,706.16,0,Inactive,1
40974.36,F,31,1899.63,Low,Rural,63037.48,285.73,2,669.3,0,Unpossessed,1
89967.89,M,50,3413.39,Low,Urban,112459.86,1172.44,2,816.88,0,Active,1
34676.67,M,42,1683.61,Low,Semi-Urban,46235.56,452.88,2,773.09,1,Active,1
54522.79,M,61,4187.98,Low,Semi-Urban,77889.7,312.27,2,693.03,0,NA,1
31104.86,F,60,1827.34,High,Urban,47853.63,240.19,2,636.94,0,Active,1
80067.99,M,57,NA,Low,Semi-Urban,100084.99,618.46,3,822.93,0,Inactive,1
30351.12,F,18,1408.77,Low,Semi-Urban,46694.03,243.74,4,731.68,1,Unpossessed,1
102374.39,F,23,1674.31,Low,Semi-Urban,136499.19,661.49,2,774.11,0,Unpossessed,1
78239.84,F,59,NA,Low,Semi-Urban,97799.8,346.97,1,752.76,1,Unpossessed,1
20191.65,M,18,NA,Low,Semi-Urban,31064.08,147.34,3,691.05,0,Active,1
49211.6,M,52,2335.14,Low,Semi-Urban,70302.28,515.1,4,662.01,0,Unpossessed,1
73035.96,M,18,1767.8,NA,Semi-Urban,104337.08,632.68,2,676.41,0,Active,1
40882.09,M,18,1526.66,Low,Semi-Urban,58402.99,290.08,2,684.59,0,Unpossessed,1
67574.78,F,25,NA,Low,Semi-Urban,96535.4,735.52,4,707.85,1,Unpossessed,1
85505.1,F,63,2001.21,High,Rural,106881.38,371.89,2,877.38,0,Active,0
64639.86,M,45,NA,Low,Semi-Urban,92342.66,759.61,2,749.28,0,Unpossessed,1
110245.55,M,18,NA,Low,Semi-Urban,137806.94,545.8,3,775.55,0,Inactive,1
25487.95,M,55,1270.6,Low,Semi-Urban,39212.23,217.93,6,746.57,0,Inactive,1
40786.18,F,65,NA,High,Semi-Urban,50982.73,227.82,1,792,1,Inactive,1
22609.38,M,29,1599.44,Low,Semi-Urban,32299.12,189.19,2,NA,1,Inactive,1
25652.1,F,60,1984.37,High,Semi-Urban,36645.86,115.25,1,812.43,0,Unpossessed,1
162651.18,F,46,4234.15,Low,Urban,232358.83,985.53,2,831.86,1,Active,1
106261.54,F,64,4302.92,Low,Semi-Urban,151802.2,755.5,2,656.56,0,Active,1
21509.79,M,18,984.74,Low,Semi-Urban,33091.98,322.11,2,706.38,0,Unpossessed,1
17597.04,F,21,3038.24,NA,Semi-Urban,27072.37,170.79,NA,735.24,0,Inactive,1
18086.83,F,32,1614.42,Low,Semi-Urban,24115.77,113.1,3,760.75,0,Active,1
111918.32,F,57,6248.09,Low,Rural,159883.31,759.36,3,788.24,0,Inactive,1
140101.95,F,61,1990.85,High,Rural,200145.65,567.29,2,742.04,1,Unpossessed,1
54188.53,M,57,1822.35,Low,Semi-Urban,77412.19,516.59,2,657.87,0,Inactive,1
66343.58,M,19,4939.06,Low,Urban,82929.47,363.81,2,791.25,0,Unpossessed,1
63866.92,F,65,NA,NA,Rural,85155.89,347.14,1,NA,0,Unpossessed,1
19098.04,M,21,1893.45,Low,Semi-Urban,27282.92,139.68,2,722.59,0,Inactive,1
104647.32,F,18,2653.11,NA,Rural,160995.87,438.8,4,716.28,0,Active,1
26807.03,F,65,2709.9,High,Semi-Urban,35742.71,183.95,NA,NA,0,Inactive,0
137457.7,F,30,2029.42,Low,Semi-Urban,196368.15,546.64,2,842.28,0,Unpossessed,1
59028.84,F,43,1120.91,Low,Semi-Urban,84326.92,458.27,3,663.83,0,Unpossessed,1
63532.27,M,18,1570.22,Low,Rural,90760.39,452.87,1,662.35,0,Unpossessed,1
101321.98,M,18,2182.19,Low,Semi-Urban,155879.97,461.32,3,698.74,0,Inactive,1
24594,M,58,3038.01,Low,Semi-Urban,37836.92,199.48,1,712.1,1,Inactive,1
90656.1,F,62,723.31,NA,Semi-Urban,139470.93,446.47,2,722.84,0,Active,0
52649.97,F,18,2425.6,Low,Semi-Urban,65812.46,700.87,1,NA,0,Unpossessed,1
13463.97,F,31,1911.04,Low,Semi-Urban,20713.8,213.86,2,662.03,0,Inactive,1
44759.89,F,18,2411.42,Low,Semi-Urban,63942.7,326.42,2,720.45,0,Inactive,1
22004.85,F,30,1154.48,Low,Semi-Urban,31435.5,229.2,3,776.84,1,Active,1
34849.82,F,51,1742.87,Low,Semi-Urban,49785.46,190.59,2,720.54,1,Active,1
52402.77,F,65,NA,High,Rural,69870.36,334.58,1,866.32,1,Unpossessed,1
159104.56,F,38,2798.55,Low,Semi-Urban,212139.42,-999,2,788.49,0,Unpossessed,1
46209.53,F,23,2666.76,Low,Rural,66013.62,744.77,5,694.58,1,Unpossessed,1
11962.08,F,61,NA,High,Semi-Urban,17088.69,134.2,2,860.26,1,Inactive,1
126192.3,F,18,4751.9,Low,Semi-Urban,140213.67,549.45,1,865.74,0,Active,1
58492.9,F,33,1402.49,Low,Semi-Urban,83561.29,221.12,2,754.07,0,NA,1
40214.97,F,18,1729.08,Low,Semi-Urban,61869.19,339.14,3,727.48,0,Inactive,1
43036.8,M,22,2903.94,Low,Semi-Urban,61481.15,452.94,2,724.54,1,NA,1
31896.21,F,18,975.85,Low,Semi-Urban,45566.01,204.97,2,740.01,1,Active,1
75748.73,F,18,3090.52,Low,Rural,108212.47,688.17,2,758.2,1,Unpossessed,1
126783.44,M,26,1980.69,Low,Semi-Urban,169044.59,711.19,NA,759.51,0,Unpossessed,1
30296.26,F,44,1883.51,Low,Semi-Urban,43280.37,219.88,2,673.28,0,Active,1
121101.38,F,30,2636.76,Low,Semi-Urban,161468.51,697.63,2,811.12,0,Unpossessed,1
113543.14,F,39,NA,Low,Semi-Urban,141928.92,445.02,2,862.42,1,Unpossessed,1
30007.72,M,34,2230.41,Low,Semi-Urban,42868.17,487.11,2,822.28,0,Inactive,1
58511.31,M,62,NA,High,Semi-Urban,90017.4,280.73,2,638.98,0,Active,1
18079.54,F,51,4323.87,Low,Semi-Urban,27814.68,207.51,1,652.04,1,Active,1
37947.41,M,65,2817.28,High,Urban,54210.58,214.76,1,802.32,0,Active,0
85208.02,M,60,3893.27,NA,Semi-Urban,113610.69,512.64,NA,888.76,0,Unpossessed,1
58774.87,M,19,2629.87,Low,Semi-Urban,83964.1,362.69,NA,700.61,0,Unpossessed,1
49073.44,F,60,2544.67,NA,Semi-Urban,65431.25,342.06,1,865.77,0,Inactive,0
26465.48,F,50,6160.75,NA,Semi-Urban,37807.83,208,1,678.16,1,Unpossessed,1
58701.28,F,18,1576.4,Low,Semi-Urban,73376.6,353.93,5,769.98,0,Inactive,1
22065.19,F,62,1217.81,High,Semi-Urban,31521.7,147.29,4,645.09,0,Active,0
204810.92,F,46,NA,Low,Semi-Urban,273081.23,822.7,3,757.38,0,Active,1
77482.83,F,65,2118.03,High,Semi-Urban,110689.76,367.64,2,855.09,0,Inactive,1
31090.59,F,32,2691.91,Low,Urban,38863.24,320.63,2,804.84,0,Inactive,1
77841.22,M,25,NA,Low,Semi-Urban,111201.74,591.84,NA,673.68,0,Active,1
73182.41,M,25,NA,Low,Semi-Urban,104546.3,483.66,3,727.92,0,NA,1
32551.84,M,47,2471.78,Low,Semi-Urban,43402.45,239.99,2,807.66,0,Active,1
28388.98,M,23,1526.15,Low,Semi-Urban,40555.69,202.32,2,669.28,0,Unpossessed,1
34628.66,M,31,1514.42,Low,Rural,43285.82,174.55,2,761.51,0,Active,1
117094.5,F,57,1256.6,Low,Semi-Urban,156126,545.46,4,798.55,0,Active,1
84621.66,M,64,4257.96,Low,Urban,120888.08,687.46,4,729.95,1,Inactive,1
63843.17,M,46,3775.77,Low,Semi-Urban,91204.53,488.68,NA,722.41,0,Inactive,1
139505.22,F,53,1093.6,Low,Rural,174381.53,592.46,2,NA,1,Active,1
70453.3,F,38,2058.4,NA,Rural,88066.62,488.79,2,820.48,0,Unpossessed,1
25378.3,M,28,1377.3,Low,Semi-Urban,36254.71,396.03,4,719.82,1,Unpossessed,1
64813.87,F,18,2186.96,Low,Semi-Urban,92591.25,391.91,4,657.97,0,Unpossessed,1
56244.13,M,27,1847.63,Low,Semi-Urban,86529.43,441.48,4,676.49,0,Active,1
73760.72,F,18,648.55,Low,Semi-Urban,105372.45,427.36,NA,712.15,0,Active,1
31387.68,M,22,2270.5,Low,Semi-Urban,41850.24,469.47,NA,NA,0,Inactive,1
100981.98,M,24,2185.74,Low,Semi-Urban,155356.9,529.89,2,722.86,0,Active,1
41961.43,F,26,NA,Low,Semi-Urban,64556.05,326.69,4,727.93,0,Unpossessed,1
44407.61,F,27,4850.56,Low,Urban,63439.44,347.69,4,724.49,1,Inactive,1
129858.33,F,18,1702.48,Low,Semi-Urban,185511.9,532.58,3,671.09,0,Inactive,1
13993.34,F,61,1616.57,Low,Semi-Urban,21528.21,184.66,2,NA,0,Active,1
67367.86,M,60,1753.54,High,Semi-Urban,84209.82,307.41,1,822.81,1,Active,1
63939.98,M,65,3076.22,High,Semi-Urban,85253.3,274.82,2,833.14,0,Unpossessed,0
92146.51,F,22,NA,Low,Rural,131637.87,689.47,2,776.49,0,Inactive,1
29295.77,F,39,3506.96,Low,Semi-Urban,39061.03,404.95,2,780.46,0,Active,1
97892.68,F,54,10060.16,Low,Semi-Urban,122365.85,653.29,3,NA,0,Inactive,1
127555.16,F,44,2966.95,Low,Semi-Urban,170073.55,707.32,5,775.13,0,Inactive,1
51400.01,F,23,2195.87,Low,Urban,73428.58,387.95,4,815.06,0,Active,1
76136.22,F,18,2754.45,Low,Semi-Urban,95170.28,297.65,1,763.34,0,Active,1
33188.68,M,29,2835.22,Low,Semi-Urban,44251.57,215.6,NA,861.59,0,Inactive,1
23102.12,F,20,1382.34,Low,Semi-Urban,35541.73,222.33,1,654.6,0,Inactive,1
30723.61,F,37,1255.18,Low,Semi-Urban,43890.87,153.59,1,655.05,0,Unpossessed,1
69131.82,M,38,NA,Low,Semi-Urban,98759.75,780.8,2,778.8,0,Active,1
49715.46,M,27,NA,Low,Semi-Urban,76485.32,471.28,2,NA,0,Active,1
172989.4,F,18,4271.61,Low,Semi-Urban,230652.53,NA,1,805.04,0,NA,1
20746.79,M,65,1122.68,High,Semi-Urban,29638.27,337.18,2,NA,1,Unpossessed,1
26738.11,M,63,2076.17,Low,Semi-Urban,41135.56,208.93,4,690.76,1,Active,1
20791.01,F,48,1609.6,NA,Semi-Urban,31986.17,202.09,1,680.84,0,NA,1
